_time,oracle_error_code,oracle_error_desc,date,time
2019-06-23T03:07:51.888-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:51
2019-06-23T03:07:44.884-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:44
2019-06-23T03:07:39.845-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:39
2019-06-23T03:07:37.911-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:37
2019-06-23T03:07:30.892-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:30
2019-06-23T03:07:23.888-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:23
2019-06-23T03:07:16.868-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:16
2019-06-23T03:07:09.864-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:09
2019-06-23T03:07:04.826-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:04
2019-06-23T03:07:01.331-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:07:01
2019-06-23T03:06:41.864-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:06:41
2019-06-23T03:06:34.860-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:06:34
2019-06-23T03:06:31.787-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:06:31
2019-06-23T03:06:24.783-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:06:24
2019-06-23T03:06:12.819-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-23,03:06:12
2019-06-23T03:06:05.799-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-23,03:06:05
2019-06-24T21:28:54.958-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:54
2019-06-24T21:28:47.953-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:47
2019-06-24T21:28:54.922-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:54
2019-06-24T21:28:47.918-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:47
2019-06-24T21:28:40.913-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:40
2019-06-24T21:28:33.909-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:33
2019-06-24T21:28:54.807-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:54
2019-06-24T21:28:47.810-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:47
2019-06-24T21:28:40.619-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:40
2019-06-24T21:28:33.617-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:33
2019-06-24T21:28:28.589-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:28
2019-06-24T21:28:26.195-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:26
2019-06-24T21:28:19.188-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:19
2019-06-24T21:28:12.191-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:12
2019-06-24T21:28:43.957-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:43
2019-06-24T21:28:36.960-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:36
2019-06-24T21:28:31.587-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:31
2019-06-24T21:28:26.205-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:26
2019-06-24T21:28:19.193-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:19
2019-06-24T21:28:12.196-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:28:12
2019-06-24T21:27:56.588-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:56
2019-06-24T21:27:55.189-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:55
2019-06-24T21:26:59.615-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:59
2019-06-24T21:26:52.610-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:52
2019-06-24T21:26:45.605-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:45
2019-06-24T21:26:38.600-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:38
2019-06-24T21:24:17.938-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:17
2019-06-24T21:24:15.942-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:15
2019-06-24T21:24:08.937-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:08
2019-06-24T21:24:01.932-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:01
2019-06-24T21:23:54.927-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:54
2019-06-24T21:23:47.922-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:47
2019-06-24T21:23:24.988-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:24
2019-06-24T21:23:17.983-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:17
2019-06-24T21:23:10.976-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:10
2019-06-24T21:23:03.972-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:03
2019-06-24T21:21:59.551-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:59
2019-06-24T21:21:52.546-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:52
2019-06-24T21:21:45.540-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:45
2019-06-24T21:27:03.883-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:03
2019-06-24T21:27:01.886-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:01
2019-06-24T21:26:54.881-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:54
2019-06-24T21:26:47.877-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:47
2019-06-24T21:26:40.872-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:40
2019-06-24T21:26:33.868-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:33
2019-06-24T21:24:24.854-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:24
2019-06-24T21:24:17.850-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:17
2019-06-24T21:24:10.845-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:10
2019-06-24T21:24:03.841-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:24:03
2019-06-24T21:23:30.893-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:30
2019-06-24T21:23:23.889-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:23
2019-06-24T21:23:16.884-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:16
2019-06-24T21:23:09.880-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:09
2019-06-24T21:21:58.852-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:58
2019-06-24T21:21:51.848-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:51
2019-06-24T21:27:18.856-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:18
2019-06-24T21:27:11.852-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:11
2019-06-24T21:27:04.847-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:04
2019-06-24T21:26:57.843-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:26:57
2019-06-24T21:26:24.770-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:24
2019-06-24T21:26:17.766-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:17
2019-06-24T21:26:10.761-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:10
2019-06-24T21:26:03.757-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:03
2019-06-24T21:25:52.696-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:25:52
2019-06-24T21:25:45.692-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:25:45
2019-06-24T21:25:38.687-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:25:38
2019-06-24T21:25:31.683-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:25:31
2019-06-24T21:23:54.728-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:54
2019-06-24T21:23:47.723-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:47
2019-06-24T21:23:40.719-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:40
2019-06-24T21:23:33.714-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:33
2019-06-24T21:23:22.623-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:22
2019-06-24T21:23:15.618-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:15
2019-06-24T21:23:08.614-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:08
2019-06-24T21:23:01.609-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:23:01
2019-06-24T21:22:27.803-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:22:27
2019-06-24T21:22:25.807-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:22:25
2019-06-24T21:22:18.802-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:22:18
2019-06-24T21:22:11.798-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:22:11
2019-06-24T21:22:04.793-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:22:04
2019-06-24T21:21:57.789-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:57
2019-06-24T21:27:52.845-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:52
2019-06-24T21:27:45.848-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:45
2019-06-24T21:27:38.841-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:38
2019-06-24T21:27:31.844-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:31
2019-06-24T21:27:19.599-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:19
2019-06-24T21:27:12.602-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:12
2019-06-24T21:27:05.605-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:05
2019-06-24T21:26:58.608-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:26:58
2019-06-24T21:26:49.592-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:49
2019-06-24T21:26:42.595-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:42
2019-06-24T21:26:35.599-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:35
2019-06-24T21:26:28.602-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:28
2019-06-24T21:26:20.100-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:20
2019-06-24T21:26:13.122-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:13
2019-06-24T21:26:06.121-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:26:06
2019-06-24T21:25:59.119-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:25:59
2019-06-24T21:27:48.182-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:48
2019-06-24T21:27:41.185-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:41
2019-06-24T21:27:34.178-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:34
2019-06-24T21:27:27.181-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,21:27:27
2019-06-24T21:27:17.500-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:17
2019-06-24T21:27:10.503-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:10
2019-06-24T21:27:03.506-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:27:03
2019-06-24T21:26:56.509-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,21:26:56
2019-06-24T21:21:38.535-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:38
2019-06-24T21:21:23.622-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:23
2019-06-24T21:21:16.617-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:16
2019-06-24T21:21:09.613-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:09
2019-06-24T21:21:02.606-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:02
2019-06-24T21:21:44.843-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:44
2019-06-24T21:21:37.839-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:37
2019-06-24T21:21:30.834-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:30
2019-06-24T21:21:23.830-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:23
2019-06-24T21:21:16.825-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:16
2019-06-24T21:21:09.821-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:09
2019-06-24T21:17:05.053-0400,ORA-12518,TNS:listener could not hand off client connection,2019-06-24,21:17:05
2019-06-24T21:21:24.685-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:24
2019-06-24T21:21:17.681-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:17
2019-06-24T21:21:10.676-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:10
2019-06-24T21:21:03.672-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:21:03
2019-06-24T21:16:58.049-0400,ORA-12518,TNS:listener could not hand off client connection,2019-06-24,21:16:58
2019-06-24T21:16:58.078-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:16:58
2019-06-24T21:16:58.078-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,21:16:58
2019-06-24T20:28:39.120-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:39
2019-06-24T20:28:32.116-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:32
2019-06-24T20:28:17.883-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:17
2019-06-24T20:28:15.933-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:15
2019-06-24T20:28:08.918-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:08
2019-06-24T20:28:01.918-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:28:01
2019-06-24T20:27:54.903-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:54
2019-06-24T20:27:47.903-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:47
2019-06-24T20:27:02.249-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:02
2019-06-24T20:27:02.046-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:02
2019-06-24T20:26:53.308-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:53
2019-06-24T20:26:46.301-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:46
2019-06-24T20:26:39.281-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:39
2019-06-24T20:26:32.276-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:32
2019-06-24T20:27:09.036-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:09
2019-06-24T20:27:02.032-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:02
2019-06-24T20:26:47.399-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:47
2019-06-24T20:26:40.394-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:40
2019-06-24T20:26:33.374-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:33
2019-06-24T20:26:26.370-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:26
2019-06-24T20:26:19.350-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:19
2019-06-24T20:26:12.345-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:12
2019-06-24T20:27:01.922-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:01
2019-06-24T20:27:01.922-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:27:01
2019-06-24T20:26:49.296-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:49
2019-06-24T20:26:42.296-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:42
2019-06-24T20:26:35.286-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:35
2019-06-24T20:26:28.286-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,20:26:28
2019-06-24T20:24:17.932-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:17
2019-06-24T20:24:15.951-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:15
2019-06-24T20:24:08.946-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:08
2019-06-24T20:24:01.940-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:01
2019-06-24T20:23:54.932-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:54
2019-06-24T20:23:47.928-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:47
2019-06-24T20:24:43.190-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:43
2019-06-24T20:24:36.185-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:36
2019-06-24T20:24:29.181-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:29
2019-06-24T20:24:22.177-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:22
2019-06-24T20:24:15.172-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:15
2019-06-24T20:24:08.168-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:08
2019-06-24T20:23:59.166-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:59
2019-06-24T20:23:52.162-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:52
2019-06-24T20:23:45.157-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:45
2019-06-24T20:23:38.153-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:38
2019-06-24T20:24:12.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:12
2019-06-24T20:24:10.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:10
2019-06-24T20:24:03.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:24:03
2019-06-24T20:23:56.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:56
2019-06-24T20:23:49.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:49
2019-06-24T20:23:42.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:42
2019-06-24T20:23:23.061-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:23
2019-06-24T20:23:16.056-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:16
2019-06-24T20:23:09.051-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:09
2019-06-24T20:23:02.046-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:02
2019-06-24T20:23:04.332-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:23:04
2019-06-24T20:22:57.332-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:22:57
2019-06-24T20:22:50.332-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:22:50
2019-06-24T20:22:43.332-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:22:43
2019-06-24T20:21:57.189-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:57
2019-06-24T20:21:55.191-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:55
2019-06-24T20:21:48.186-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:48
2019-06-24T20:21:41.180-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:41
2019-06-24T20:21:34.176-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:34
2019-06-24T20:21:27.172-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:27
2019-06-24T20:22:09.559-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:22:09
2019-06-24T20:22:06.112-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:22:06
2019-06-24T20:21:59.107-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:59
2019-06-24T20:21:52.103-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:52
2019-06-24T20:21:45.098-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:45
2019-06-24T20:21:38.094-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:38
2019-06-24T20:21:29.092-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:29
2019-06-24T20:21:22.088-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:22
2019-06-24T20:21:15.083-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:15
2019-06-24T20:21:08.079-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:08
2019-06-24T20:20:59.078-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:59
2019-06-24T20:20:52.073-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:52
2019-06-24T20:20:45.069-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:45
2019-06-24T20:20:38.064-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:38
2019-06-24T20:21:53.221-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:53
2019-06-24T20:21:51.010-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:51
2019-06-24T20:21:44.010-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:44
2019-06-24T20:21:37.010-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:37
2019-06-24T20:21:30.010-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:30
2019-06-24T20:21:23.010-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:23
2019-06-24T20:21:14.000-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:14
2019-06-24T20:21:07.000-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:07
2019-06-24T20:21:00.020-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:21:00
2019-06-24T20:20:53.015-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:53
2019-06-24T20:20:23.035-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:23
2019-06-24T20:20:16.031-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:16
2019-06-24T20:20:09.025-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:09
2019-06-24T20:20:02.020-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:20:02
2019-06-24T20:19:17.898-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:17
2019-06-24T20:19:15.901-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:15
2019-06-24T20:19:08.897-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:08
2019-06-24T20:19:01.892-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:01
