_time,oracle_error_code,oracle_error_desc,date,time
2019-06-24T20:19:27.036-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:27
2019-06-24T20:19:20.032-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:20
2019-06-24T20:19:13.027-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:13
2019-06-24T20:19:06.023-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:06
2019-06-24T20:18:59.018-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:59
2019-06-24T20:19:18.213-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:18
2019-06-24T20:19:16.216-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:16
2019-06-24T20:19:09.211-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:09
2019-06-24T20:19:02.207-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:19:02
2019-06-24T20:18:54.888-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:54
2019-06-24T20:18:47.884-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:47
2019-06-24T20:18:52.014-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:52
2019-06-24T20:18:45.009-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:45
2019-06-24T20:18:38.005-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:38
2019-06-24T20:18:29.456-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:29
2019-06-24T20:18:22.452-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:22
2019-06-24T20:18:15.447-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:15
2019-06-24T20:18:08.427-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:08
2019-06-24T20:18:55.202-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:55
2019-06-24T20:18:48.198-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,20:18:48
2019-06-24T19:26:44.235-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:26:44
2019-06-24T19:26:37.231-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:26:37
2019-06-24T19:26:30.210-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:26:30
2019-06-24T19:26:23.206-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:26:23
2019-06-24T19:25:54.501-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,19:25:54
2019-06-24T19:25:47.497-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,19:25:47
2019-06-24T19:25:40.493-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:40
2019-06-24T19:25:33.488-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:33
2019-06-24T19:25:05.923-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:05
2019-06-24T19:24:58.919-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:58
2019-06-24T19:24:51.914-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:51
2019-06-24T19:25:53.518-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:25:53
2019-06-24T19:25:53.518-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,19:25:53
2019-06-24T19:25:44.392-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:44
2019-06-24T19:25:37.387-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:37
2019-06-24T19:25:30.382-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:30
2019-06-24T19:25:23.378-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:25:23
2019-06-24T19:24:44.910-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:44
2019-06-24T19:24:43.969-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:43
2019-06-24T19:24:36.964-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:36
2019-06-24T19:24:29.959-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:29
2019-06-24T19:24:22.955-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:24:22
2019-06-24T19:22:39.501-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:39
2019-06-24T19:22:37.505-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:37
2019-06-24T19:23:44.546-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:23:44
2019-06-24T19:23:37.542-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:23:37
2019-06-24T19:23:30.537-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:23:30
2019-06-24T19:23:23.532-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:23:23
2019-06-24T19:22:53.174-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:53
2019-06-24T19:22:50.959-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:50
2019-06-24T19:22:43.954-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:43
2019-06-24T19:22:30.500-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:30
2019-06-24T19:22:23.496-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:23
2019-06-24T19:22:16.491-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:16
2019-06-24T19:22:09.487-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:09
2019-06-24T19:22:36.949-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:36
2019-06-24T19:22:29.945-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:29
2019-06-24T19:22:22.940-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:22:22
2019-06-24T19:21:43.736-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:21:43
2019-06-24T19:20:54.498-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:54
2019-06-24T19:20:47.493-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:47
2019-06-24T19:21:36.731-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:21:36
2019-06-24T19:21:29.727-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:21:29
2019-06-24T19:21:22.722-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:21:22
2019-06-24T19:20:53.378-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:53
2019-06-24T19:20:52.894-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:52
2019-06-24T19:20:44.376-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:44
2019-06-24T19:20:40.489-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:40
2019-06-24T19:20:33.485-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:33
2019-06-24T19:20:04.453-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:04
2019-06-24T19:20:02.487-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:02
2019-06-24T19:19:55.483-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:55
2019-06-24T19:19:48.479-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:48
2019-06-24T19:20:37.371-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:37
2019-06-24T19:20:30.367-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:30
2019-06-24T19:20:23.362-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:20:23
2019-06-24T19:19:52.941-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:52
2019-06-24T19:19:51.444-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:51
2019-06-24T19:19:41.474-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:41
2019-06-24T19:19:34.470-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:34
2019-06-24T19:19:44.439-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:44
2019-06-24T19:19:37.434-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:37
2019-06-24T19:19:30.430-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:30
2019-06-24T19:19:23.425-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,19:19:23
2019-06-24T19:14:12.107-0400,ORA-12899,"value too large for column ""DTV"".""CRM_PARTY_TELEPHONE"".""TELEPHONE_NUMBER"" (actual: 62, maximum: 32)",2019-06-24,19:14:12
2019-06-24T19:14:11.811-0400,ORA-12899,"value too large for column ""DTV"".""CRM_PARTY_TELEPHONE"".""TELEPHONE_NUMBER"" (actual: 62, maximum: 32)",2019-06-24,19:14:11
2019-06-24T19:14:11.811-0400,ORA-12899,"value too large for column ""DTV"".""CRM_PARTY_TELEPHONE"".""TELEPHONE_NUMBER"" (actual: 62, maximum: 32)",2019-06-24,19:14:11
2019-06-24T19:14:11.795-0400,ORA-12899,"value too large for column ""DTV"".""CRM_PARTY_TELEPHONE"".""TELEPHONE_NUMBER"" (actual: 62, maximum: 32)",2019-06-24,19:14:11
2019-06-24T16:37:57.269-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:37:57
2019-06-24T16:37:50.263-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,16:37:50
2019-06-24T16:37:43.225-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,16:37:43
2019-06-24T16:37:36.219-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,16:37:36
2019-06-24T16:37:27.152-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:37:27
2019-06-24T16:37:20.146-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:37:20
2019-06-24T16:37:13.139-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:37:13
2019-06-24T16:37:06.133-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,16:37:06
2019-06-24T15:07:01.940-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:07:01
2019-06-24T15:06:54.927-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:06:54
2019-06-24T15:06:47.914-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:47
2019-06-24T15:06:40.902-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:40
2019-06-24T15:06:28.470-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:28
2019-06-24T15:06:21.457-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:21
2019-06-24T15:06:14.445-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:14
2019-06-24T15:06:07.432-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:06:07
2019-06-24T15:05:58.405-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:05:58
2019-06-24T15:05:51.392-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:05:51
2019-06-24T15:05:44.380-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:05:44
2019-06-24T15:05:37.367-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:05:37
2019-06-24T15:01:44.175-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:44
2019-06-24T15:01:37.174-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:37
2019-06-24T15:01:30.147-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:30
2019-06-24T15:01:23.147-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:23
2019-06-24T15:01:42.671-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:42
2019-06-24T15:01:35.668-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:35
2019-06-24T15:01:28.650-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:28
2019-06-24T15:01:21.647-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-24,15:01:21
2019-06-24T15:00:45.067-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:45
2019-06-24T15:00:38.067-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:38
2019-06-24T15:00:31.065-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:00:31
2019-06-24T15:00:24.065-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:00:24
2019-06-24T15:00:46.413-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:46
2019-06-24T15:00:45.587-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:45
2019-06-24T15:00:38.587-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:38
2019-06-24T15:00:31.587-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-24,15:00:31
2019-06-24T15:00:24.587-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-24,15:00:24
